rownames.camera_results.	camera_descr	PValue	FDR	camera_Phenotype	camera_genes
PROTEIN PALMITOYLATION%GOBP%GO:0018345	PROTEIN PALMITOYLATION	0.0903930443660112	0.337470516472969	1	51304,55733,84885,51125,84287,51114,29801,51201,25999,283576,64429,253832,79683,2752,340481,158866,23390,58515,25921,84243,55625
RANKL%NetPath%RANKL	RANKL	0.09043560438594	0.337470516472969	-1	1432,5966,529,1147,7187,23118,7186,6885,4791,7189,5747,8878,5599,4790,10454
NEGATIVE REGULATION OF PROTEIN MATURATION%GOBP%GO:1903318	NEGATIVE REGULATION OF PROTEIN MATURATION	0.090677695355269	0.337470516472969	-1	22900,7057,79094,5054,1522,331,5328,831,5270,29934
NEGATIVE REGULATION OF PROTEIN PROCESSING%GOBP%GO:0010955	NEGATIVE REGULATION OF PROTEIN PROCESSING	0.090677695355269	0.337470516472969	-1	22900,7057,79094,5054,1522,331,5328,831,5270,29934
PHARYNGEAL SYSTEM DEVELOPMENT%GOBP%GO:0060037	PHARYNGEAL SYSTEM DEVELOPMENT	0.0907831662235818	0.337470516472969	-1	5727,655,3670,51804,2348,657,659,2625,344167,7042,7046,3280
Oxidative stress response%WikiPathways_20230910%WP408%Homo sapiens	Oxidative stress response	0.0909126205376169	0.337470516472969	-1	2876,6649,1432,7296,6648,5602,6667,3162,6647,847,4128,4257,25828,2878,4780,2936,1728,2353,2729,3726,4790,10587
AMINO ACID IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0089718	AMINO ACID IMPORT ACROSS PLASMA MEMBRANE	0.0913234201450787	0.338328103765823	1	206358,6507,6505,120103,6541,6533,6542,54407,8140,6506,6510,23428,6567,6511,6520
SIGNALING BY NTRK3 (TRKC)%REACTOME DATABASE ID RELEASE 38%9034015	SIGNALING BY NTRK3 (TRKC)	0.0915339286247222	0.338441755740132	1	5800,3265,6654,25920,5335,581,6714,4893,5290,4916,5295,3667,5802
ATM signaling pathway%WikiPathways_20230910%WP2516%Homo sapiens	ATM signaling pathway	0.0917880144994427	0.338715771152845	-1	472,8243,1386,8738,1647,993,637,9656,8737,10111,9874,4194,25,5601,7158,7157,4792,2177,891,1385,4193,1017,8120,1111,3725,3014,835,8517,1026,55367,4361,898,4683
L-GLUTAMATE IMPORT%GOBP%GO:0051938	L-GLUTAMATE IMPORT	0.0921618431066994	0.339429723535828	1	6507,57030,6505,11230,57084,6506,8604,10550,10165,79751,6511
REGULATION OF TELOMERASE RNA LOCALIZATION TO CAJAL BODY%GOBP%GO:1904872	REGULATION OF TELOMERASE RNA LOCALIZATION TO CAJAL BODY	0.0929487539249535	0.341659286888208	1	1736,7203,5073,22948,6950,167227,10576,10694,55164,55505,10574,92345,908,10856,5394,10575,8607,55651
REGULATION OF MITOCHONDRIAL MEMBRANE POTENTIAL%GOBP%GO:0051881	REGULATION OF MITOCHONDRIAL MEMBRANE POTENTIAL	0.0931777255866597	0.341833293477765	1	4137,79680,27068,55186,215,27166,84275,572,10935,4719,581,6714,25,10962,578,79845,65018,11334,10399,7314,598,207,93974,208,5831,2537,10550,23111,11315,5366
Wnt signaling in kidney disease%WikiPathways_20230910%WP4150%Homo sapiens	Wnt signaling in kidney disease	0.0937197704201943	0.342640261915836	-1	8323,54361,7476,1855,8321,4041,5602,7976,1856,1499,5601,8325,2535,7855,4040,387,7473,7475,80326,27130,5599,8324,1857
DETECTION OF MECHANICAL STIMULUS%GOBP%GO:0050982	DETECTION OF MECHANICAL STIMULUS	0.0937618144987541	0.342640261915836	-1	5311,83862,8195,1499,1301,25861,5747,1000,3728,9780
EPITHELIAL CELL DIFFERENTIATION INVOLVED IN KIDNEY DEVELOPMENT%GOBP%GO:0035850	EPITHELIAL CELL DIFFERENTIATION INVOLVED IN KIDNEY DEVELOPMENT	0.0940112927510723	0.342886149142477	-1	5800,59,4208,6299,10409,8826,100133941,4643,5155,8842,5420,9863,182
PROTEIN DEPOLYMERIZATION%GOBP%GO:0051261	PROTEIN DEPOLYMERIZATION	0.0942129151179196	0.342956878630415	1	2934,6456,6455,9948,3312,2580,8867,27183,126731,9829,3796,1072,1073,11034,81551,5756,9525,3925,10300,11344,9793,11075,57701,50861,6457
POSITIVE REGULATION OF TELOMERE MAINTENANCE IN RESPONSE TO DNA DAMAGE%GOBP%GO:1904507	POSITIVE REGULATION OF TELOMERE MAINTENANCE IN RESPONSE TO DNA DAMAGE	0.0944251032379767	0.343065722575043	1	51377,10445,7528,86,4798,54617,10856,93973,54891,29844,8607,283899,79913
BIOCARTA_NKCELLS_PATHWAY%MSigdb_C2%BIOCARTA_NKCELLS_PATHWAY	BIOCARTA_NKCELLS_PATHWAY	0.0949789223494439	0.343879736858595	-1	5879,2185,6850,567,5058,5595,3688,5604,5290,5777,5295,3105
POSITIVE REGULATION OF MICROTUBULE POLYMERIZATION%GOBP%GO:0031116	POSITIVE REGULATION OF MICROTUBULE POLYMERIZATION	0.0950145925432887	0.343879736858595	1	8851,4137,122060,10142,3304,4233,5879,23116,22919,4733,5058,100506658,6249,1639,4204,55755,402,57606,28964,6188,89795,23332,9793,4926,9659
CHONDROITIN SULFATE METABOLIC PROCESS%GOBP%GO:0030204	CHONDROITIN SULFATE METABOLIC PROCESS	0.0957282574725285	0.345797659430516	-1	79586,7358,22856,29940,55501,92126,54480,55454,9469,347734,50515,51363
MITOTIC RECOMBINATION%GOBP%GO:0006312	MITOTIC RECOMBINATION	0.0970725597179706	0.349981910707319	-1	2067,4437,5892,10111,79677,2072,4436,348654,286053,7011,23137
REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY VIA DEATH DOMAIN RECEPTORS%GOBP%GO:1902041	REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY VIA DEATH DOMAIN RECEPTORS	0.0978372223693567	0.352064345122618	-1	2876,6810,23017,7057,2932,467,3383,64114,10116,3162,1654,6422,8837,5054,3958,8567,9181,6672,80196,598,7128,85508,4846,11315,8682,55179,5366
THE ROLE OF GTSE1 IN G2 M PROGRESSION AFTER G2 CHECKPOINT%REACTOME%R-HSA-8852276.3	THE ROLE OF GTSE1 IN G2 M PROGRESSION AFTER G2 CHECKPOINT	0.0983247084741968	0.353143323184043	1	5699,5688,5690,5682,5706,5711,5718,10197,5684,5715,5686,23198,5683,22919,5700,5707,5689,5701,5702,5714,3320,5708,5710,7157,5720,5694,7316,5721,5687,5693,7314,9861,5704,891,10213,5692,7311,5705,9491,5713,5717,5709,3326,5696,5691,6233,5716,5719,7979,5695,1026,5685
PCNA-DEPENDENT LONG PATCH BASE EXCISION REPAIR%REACTOME DATABASE ID RELEASE 38%5651801	PCNA-DEPENDENT LONG PATCH BASE EXCISION REPAIR	0.0990245134183592	0.354979303339718	-1	5423,6118,5984,5111,3978,2237,5985,5983,328,10714,5981,57804,6119,6117,5982,5424,5426,54107,5425
TNFR1-INDUCED NF-KAPPA-B SIGNALING PATHWAY%REACTOME DATABASE ID RELEASE 38%5357956	TNFR1-INDUCED NF-KAPPA-B SIGNALING PATHWAY	0.0997675215303533	0.356962881216968	-1	8737,1540,7375,220213,7132,329,1147,23118,27005,10399,7186,6885,81858,10133,7128,9825,331,8517,10454,3551,56957
Gastric cancer network 1%WikiPathways_20230910%WP2361%Homo sapiens	Gastric cancer network 1	0.100257724738653	0.358036125157772	-1	324,121504,57122,1894,4851,9585,8209,86,144455,4173,6286,3020,286826,54891,55125,22974,8607,54476
POSITIVE REGULATION OF INTERLEUKIN-2 PRODUCTION%GOBP%GO:0032743	POSITIVE REGULATION OF INTERLEUKIN-2 PRODUCTION	0.101001022279729	0.36000743168646	-1	301,30968,5142,10892,11146,7186,6885,4860,861,6188,7189,5144,25865,5336,84433,6711
LIVER DEVELOPMENT%GOBP%GO:0001889	LIVER DEVELOPMENT	0.102242527292685	0.36362565273294	-1	301,5311,54361,10370,4233,7494,51599,1054,4763,27031,144455,5589,5106,84159,80279,6195,2671,5629,1051,5253,23242
GPR40 pathway%WikiPathways_20230910%WP3958%Homo sapiens	GPR40 pathway	0.10240254832543	0.36362565273294	-1	5333,5335,2767,23236,113026,5334,3710,5336,5310,5331
ENDOCRINE PROCESS%GOBP%GO:0050886	ENDOCRINE PROCESS	0.103607874891811	0.367212844720128	-1	6926,1906,1394,5125,5021,1889,1522,4846,10159,64855,91608,3624
UBIQUITIN MEDIATED DEGRADATION OF PHOSPHORYLATED CDC25A%REACTOME%R-HSA-69601.4	UBIQUITIN MEDIATED DEGRADATION OF PHOSPHORYLATED CDC25A	0.105547892626696	0.371022271402623	1	5699,5688,5690,5682,993,5706,5711,5718,10197,5684,5715,5686,23198,5683,5700,5707,5689,5701,5702,5714,5708,5710,5720,5694,7316,5721,5687,5693,7314,9861,5704,10213,5692,7311,5705,9491,5713,5717,5709,1111,5696,5691,6233,5716,5719,7979,5695,5685
P53-INDEPENDENT G1 S DNA DAMAGE CHECKPOINT%REACTOME DATABASE ID RELEASE 38%69613	P53-INDEPENDENT G1 S DNA DAMAGE CHECKPOINT	0.105547892626696	0.371022271402623	1	5699,5688,5690,5682,993,5706,5711,5718,10197,5684,5715,5686,23198,5683,5700,5707,5689,5701,5702,5714,5708,5710,5720,5694,7316,5721,5687,5693,7314,9861,5704,10213,5692,7311,5705,9491,5713,5717,5709,1111,5696,5691,6233,5716,5719,7979,5695,5685
P53-INDEPENDENT DNA DAMAGE RESPONSE%REACTOME%R-HSA-69610.5	P53-INDEPENDENT DNA DAMAGE RESPONSE	0.105547892626696	0.371022271402623	1	5699,5688,5690,5682,993,5706,5711,5718,10197,5684,5715,5686,23198,5683,5700,5707,5689,5701,5702,5714,5708,5710,5720,5694,7316,5721,5687,5693,7314,9861,5704,10213,5692,7311,5705,9491,5713,5717,5709,1111,5696,5691,6233,5716,5719,7979,5695,5685
APC C:CDC20 MEDIATED DEGRADATION OF SECURIN%REACTOME DATABASE ID RELEASE 38%174154	APC C:CDC20 MEDIATED DEGRADATION OF SECURIN	0.105749746633657	0.371022271402623	1	5699,5688,5690,5682,5706,5711,8697,5718,10197,5684,5715,25906,5686,23198,5683,9232,5700,27338,5707,5689,5701,5702,5714,5708,29882,5710,8881,5720,5694,7316,246184,5721,5687,5693,7314,9861,5704,119504,996,10213,51433,5692,7311,7321,5705,9491,5713,51529,5717,5709,5696,5691,6233,5716,5719,7979,29945,64682,5695,5685,7324
BIOCARTA_PGC1A_PATHWAY%MSigdb_C2%BIOCARTA_PGC1A_PATHWAY	BIOCARTA_PGC1A_PATHWAY	0.106029186452619	0.371022271402623	1	7533,814,805,801,5533,5530,57172,2101,808,10014,5532,8536
TERMINATION OF TRANSLESION DNA SYNTHESIS%REACTOME DATABASE ID RELEASE 38%5656169	TERMINATION OF TRANSLESION DNA SYNTHESIS	0.106284650236813	0.371022271402623	-1	9246,6118,11201,5984,51455,5111,9100,7706,5985,5983,7316,7314,10714,51426,5981,9636,57804,7311,6119,6117,5982,6233,5424,5426,54107,5425,5429
BIOCARTA_PDZS_PATHWAY%MSigdb_C2%BIOCARTA_PDZS_PATHWAY	BIOCARTA_PDZS_PATHWAY	0.106309132773743	0.371022271402623	1	1742,118,1741,1739,27445,58,23114,2987,286,4684,2035,6709,8573,1740,6711
AXON GUIDANCE MEDIATED BY SEMAPHORINS%PANTHER PATHWAY%P00007	AXON GUIDANCE MEDIATED BY SEMAPHORINS	0.106349078560762	0.371022271402623	1	5879,8829,10570,5364,1400,5058,2444,1020,10507,5361,2534,1808,10371,387,9138,56896
TP53 network%WikiPathways_20230910%WP1742%Homo sapiens	TP53 network	0.106456974791401	0.371022271402623	-1	472,1647,637,7341,4609,581,25,7157,27113,4193,666,1026,5366
HEPATICOBILIARY SYSTEM DEVELOPMENT%GOBP%GO:0061008	HEPATICOBILIARY SYSTEM DEVELOPMENT	0.107661519976222	0.374019452261408	-1	301,5311,54361,10370,4233,7494,51599,1054,25836,4763,27031,144455,5589,5106,84159,80279,6195,2671,5629,1051,5253,23242
TRANSLESION SYNTHESIS BY Y FAMILY DNA POLYMERASES BYPASSES LESIONS ON DNA TEMPLATE%REACTOME%R-HSA-110313.2	TRANSLESION SYNTHESIS BY Y FAMILY DNA POLYMERASES BYPASSES LESIONS ON DNA TEMPLATE	0.107977759171395	0.374019452261408	-1	9246,6118,11201,5984,51455,5111,9100,7706,5985,5983,7316,7314,10714,51426,5981,9636,10459,57804,7311,6119,6117,5982,6233,5424,5426,54107,7353,5425,5429,83932,55666
RESPONSE TO CADMIUM ION%GOBP%GO:0046686	RESPONSE TO CADMIUM ION	0.108111892683425	0.374019452261408	-1	4318,3297,64116,7341,5595,5594,5601,1147,1616,1956,207,2353,3725,5599
CELLULAR RESPONSE TO CADMIUM ION%GOBP%GO:0071276	CELLULAR RESPONSE TO CADMIUM ION	0.108111892683425	0.374019452261408	-1	4318,3297,64116,7341,5595,5594,5601,1147,1616,1956,207,2353,3725,5599
Fas ligand pathway and stress induction of heat shock proteins%WikiPathways_20230910%WP314%Homo sapiens	Fas ligand pathway and stress induction of heat shock proteins	0.110512237064488	0.38162207367957	-1	841,4799,8772,84823,71,355,5925,839,60,6416,5058,142,1676,4000,58,843,8837,1616,5591,3315,836,6885,4214,6709,397,7867,5062,54205,3725,840,9261,842,8767,5599,11124,317,4001
MAINTENANCE OF CELL NUMBER%GOBP%GO:0098727	MAINTENANCE OF CELL NUMBER	0.112606813780162	0.384350502768902	-1	79727,56339,57721,9646,4851,51593,9314,6939,1499,6662,80312,79577,140467,6657,28514,678,5978,3981,79918,23318,123169,26354,129563,10893,5629,6497,3280,182,23168,1000,8324
STEM CELL POPULATION MAINTENANCE%GOBP%GO:0019827	STEM CELL POPULATION MAINTENANCE	0.112606813780162	0.384350502768902	-1	79727,56339,57721,9646,4851,51593,9314,6939,1499,6662,80312,79577,140467,6657,28514,678,5978,3981,79918,23318,123169,26354,129563,10893,5629,6497,3280,182,23168,1000,8324
PYRIMIDINE METABOLISM%PATHWHIZ%PW000160	PYRIMIDINE METABOLISM	0.112731922172388	0.384350502768902	-1	7298,50808,1635,22978,6241,3704,1854,54963,124583,50484,1503,790,10201
BETA-UREIDOPROPIONASE DEFICIENCY%PATHWHIZ%PW000187	BETA-UREIDOPROPIONASE DEFICIENCY	0.112731922172388	0.384350502768902	-1	7298,50808,1635,22978,6241,3704,1854,54963,124583,50484,1503,790,10201
UMP SYNTHASE DEFICIENCY (OROTIC ACIDURIA)%SMPDB%SMP0000219	UMP SYNTHASE DEFICIENCY (OROTIC ACIDURIA)	0.112731922172388	0.384350502768902	-1	7298,50808,1635,22978,6241,3704,1854,54963,124583,50484,1503,790,10201
DIHYDROPYRIMIDINASE DEFICIENCY%SMPDB%SMP0000178	DIHYDROPYRIMIDINASE DEFICIENCY	0.112731922172388	0.384350502768902	-1	7298,50808,1635,22978,6241,3704,1854,54963,124583,50484,1503,790,10201
MNGIE (MITOCHONDRIAL NEUROGASTROINTESTINAL ENCEPHALOPATHY)%PATHWHIZ%PW000190	MNGIE (MITOCHONDRIAL NEUROGASTROINTESTINAL ENCEPHALOPATHY)	0.112731922172388	0.384350502768902	-1	7298,50808,1635,22978,6241,3704,1854,54963,124583,50484,1503,790,10201
RUNX2 REGULATES BONE DEVELOPMENT%REACTOME%R-HSA-8941326.2	RUNX2 REGULATES BONE DEVELOPMENT	0.113064168215735	0.3847861927342	-1	7525,10413,5925,9759,25925,1277,4089,6714,5595,5594,25,865,4086,2737,10432,10013,25937,3280,23462,8841,4094
REGULATION OF SYSTEMIC ARTERIAL BLOOD PRESSURE%GOBP%GO:0003073	REGULATION OF SYSTEMIC ARTERIAL BLOOD PRESSURE	0.113362924152259	0.38510654017067	-1	5800,2931,2150,2621,1906,5125,4879,5021,1889,5155,5547,79924,659,7168,2149,1522,1813,4846,10159,91608,23576,133,5331
ACTIVATION OF NF-KAPPAB-INDUCING KINASE ACTIVITY%GOBP%GO:0007250	ACTIVATION OF NF-KAPPAB-INDUCING KINASE ACTIVITY	0.113891210979064	0.38620407038306	-1	3654,10892,10920,7186,6885,7189,8795,29775,8797,9966
PULMONARY VALVE DEVELOPMENT%GOBP%GO:0003177	PULMONARY VALVE DEVELOPMENT	0.114532472080854	0.3876800583744	-1	64220,4851,6091,2702,4853,3516,7132,659,4846,7042,9353,23462,4087,182,6092
POSITIVE REGULATION OF EPIDERMAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0045742	POSITIVE REGULATION OF EPIDERMAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY	0.11534744900982	0.389654374952028	-1	4318,84632,3092,9125,5899,6868,10825,9026,55704,150,5329,23636,8527,5898,7040,222584
REGULATION OF RESPONSE TO OXIDATIVE STRESS%GOBP%GO:1902882	REGULATION OF RESPONSE TO OXIDATIVE STRESS	0.115941541877118	0.389654374952028	-1	2686,215,655,65018,10516,57190,2643,4780,240,9555,1719
AORTA MORPHOGENESIS%GOBP%GO:0035909	AORTA MORPHOGENESIS	0.11604210387377	0.389654374952028	-1	56999,3516,4035,6659,657,54567,7042,5629,4638,3280,23462,182
POSITIVE REGULATION OF COLLAGEN BIOSYNTHETIC PROCESS%GOBP%GO:0032967	POSITIVE REGULATION OF COLLAGEN BIOSYNTHETIC PROCESS	0.116221938336222	0.389654374952028	-1	54361,90993,7043,861,3066,51430,2149,7431,55323,7040
REGULATION OF COLLAGEN BIOSYNTHETIC PROCESS%GOBP%GO:0032965	REGULATION OF COLLAGEN BIOSYNTHETIC PROCESS	0.116221938336222	0.389654374952028	-1	54361,90993,7043,861,3066,51430,2149,7431,55323,7040
PROTEIN TARGETING TO LYSOSOME%GOBP%GO:0006622	PROTEIN TARGETING TO LYSOSOME	0.116358001446886	0.389654374952028	-1	84572,54899,5289,9648,950,3312,7879,27183,23163,9765,9179,3920,9146,4734,6653,26985,4074,8678,30849,8031,1191,22863,79158
GDNF%IOB%GDNF	GDNF	0.117023434464719	0.391132262837088	-1	4233,2185,5894,2549,5979,9564,2534,4792,6197,5604,1398,5829,5605,6198,5747,3725
INSULIN-MEDIATED GLUCOSE TRANSPORT%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%INSULIN-MEDIATED GLUCOSE TRANSPORT	INSULIN-MEDIATED GLUCOSE TRANSPORT	0.117214982061699	0.391132262837088	1	5590,6810,9882,7533,2932,5501,252983,5584,10971,2810,6844,207,7534,2997,208,808,7532,9322,23433,3643,4012,7531,7529
TISSUE REGENERATION%GOBP%GO:0042246	TISSUE REGENERATION	0.117635713946017	0.391841440082131	-1	301,346007,2596,975,928,8837,9215,5530,5764,861,5653,79647,5738,4192
L-GLUTAMATE TRANSMEMBRANE TRANSPORT%GOBP%GO:0015813	L-GLUTAMATE TRANSMEMBRANE TRANSPORT	0.117996033681491	0.392347235668844	1	6507,57030,6505,11230,6506,8604,10550,10165,79751,6511
NITRIC OXIDE METABOLIC PROCESS%GOBP%GO:0046209	NITRIC OXIDE METABOLIC PROCESS	0.118413009857068	0.393039302559087	1	80777,384,9057,1727,23564,2643,207,340481,1728,4846,23576
Vitamin D in inflammatory diseases%WikiPathways_20230910%WP4482%Homo sapiens	Vitamin D in inflammatory diseases	0.11890244066041	0.393969002329034	-1	1843,1432,4089,5534,1147,2908,4792,5606,5608,5530,9282,4214,6256,8517,4790,3551,5970,4088
PEPTIDE HORMONE SECRETION%GOBP%GO:0030072	PEPTIDE HORMONE SECRETION	0.121191955243901	0.400146069770212	1	818,301,399979,1906,1394,116,4760,51167,22841,51714,26056,5861,9230,5798,11315,5127,5799
PEPTIDE SECRETION%GOBP%GO:0002790	PEPTIDE SECRETION	0.121191955243901	0.400146069770212	1	818,301,399979,1906,1394,116,4760,51167,22841,51714,26056,5861,9230,5798,11315,5127,5799
EGR2 AND SOX10-MEDIATED INITIATION OF SCHWANN CELL MYELINATION%REACTOME%R-HSA-9619665.3	EGR2 AND SOX10-MEDIATED INITIATION OF SCHWANN CELL MYELINATION	0.12155075517805	0.400627883091226	-1	4155,6597,5453,10413,79966,7402,4664,1595,7003,5454,1605,3066,3912,3915,25937,57211,4665,3156,6721
Pregnane X receptor pathway%WikiPathways_20230910%WP2876%Homo sapiens	Pregnane X receptor pathway	0.122207568738428	0.402088539100911	-1	2308,27286,8202,10499,10257,8648,6714,3320,8204,5705,6256,7266
TRANSLESION SYNTHESIS BY POLI%REACTOME%R-HSA-5656121.2	TRANSLESION SYNTHESIS BY POLI	0.122566644124323	0.40256618541357	-1	6118,11201,5984,51455,5111,5985,5983,7316,7314,5981,10459,7311,6119,6117,5982,6233
SCF(SKP2)-MEDIATED DEGRADATION OF P27 P21%REACTOME%R-HSA-187577.4	SCF(SKP2)-MEDIATED DEGRADATION OF P27 P21	0.123133765821939	0.403510043164429	1	5699,5688,5690,5682,5706,5711,5718,10197,5684,5715,5686,5683,5700,5707,5689,5701,5702,5714,5708,5710,5720,5694,6500,6502,7316,5721,1027,5687,5693,7314,9861,5704,1019,10213,5692,7311,1017,5705,9491,5713,5717,5709,8454,5696,5691,6233,5716,5719,595,7979,5695,1163,1026,5685,898
DNA REPLICATION INITIATION%GOBP%GO:0006270	DNA REPLICATION INITIATION	0.123282824027389	0.403510043164429	-1	4999,5001,5557,222229,997,5000,4171,4172,23595,4176,4173,5558,5422,23594,5813,4174,11073,64318
POSITIVE REGULATION OF ERBB SIGNALING PATHWAY%GOBP%GO:1901186	POSITIVE REGULATION OF ERBB SIGNALING PATHWAY	0.123501706727686	0.403524673717892	-1	4318,84632,3092,9125,5899,6868,10825,3516,9026,55704,150,5329,23636,8527,5898,7040,222584
SYNTHESIS OF IP3 AND IP4 IN THE CYTOSOL%REACTOME DATABASE ID RELEASE 38%1855204	SYNTHESIS OF IP3 AND IP4 IN THE CYTOSOL	0.12434915405531	0.405081080066447	-1	5333,5728,5335,27124,8867,3707,23236,3635,3633,113026,3636,4952,808,80271,5336,3705,5332,5331
REGULATION OF MICROTUBULE DEPOLYMERIZATION%GOBP%GO:0031114	REGULATION OF MICROTUBULE DEPOLYMERIZATION	0.125248264268726	0.405081080066447	1	324,23271,146057,23122,6314,58526,2258,9181,50810,10519,89795,4130,10300,23332,10297,22974,11075,26586,57551,55201,4131
CELLULAR RESPONSE TO INTERLEUKIN-6%GOBP%GO:0071354	CELLULAR RESPONSE TO INTERLEUKIN-6	0.125466521942599	0.405081080066447	-1	9705,10413,9646,2241,4089,6714,3572,3716,22904,3717,11122,5245,6774,4790,5970
RESPONSE TO INTERLEUKIN-6%GOBP%GO:0070741	RESPONSE TO INTERLEUKIN-6	0.125466521942599	0.405081080066447	-1	9705,10413,9646,2241,4089,6714,3572,3716,22904,3717,11122,5245,6774,4790,5970
CHONDROITIN SULFATE BIOSYNTHETIC PROCESS%GOBP%GO:0030206	CHONDROITIN SULFATE BIOSYNTHETIC PROCESS	0.125536692798984	0.405081080066447	-1	79586,7358,22856,55501,54480,55454,9469,347734,50515,51363
BIOCARTA_ATRBRCA_PATHWAY%MSigdb_C2%BIOCARTA_ATRBRCA_PATHWAY	BIOCARTA_ATRBRCA_PATHWAY	0.125642993365334	0.405081080066447	-1	472,2189,10111,545,2178,7157,5810,2177,2176,1111,3364,5884,2188,4361,4683
GEMCITABINE ACTION PATHWAY%SMPDB%SMP0000446	GEMCITABINE ACTION PATHWAY	0.125962358367144	0.405081080066447	-1	7298,2030,1635,30833,6241,6240,50484,1503,51727,1633,4830
GEMCITABINE METABOLISM PATHWAY%PATHWHIZ%PW000579	GEMCITABINE METABOLISM PATHWAY	0.125962358367144	0.405081080066447	-1	7298,2030,1635,30833,6241,6240,50484,1503,51727,1633,4830
POSITIVE REGULATION OF INTERLEUKIN-17 PRODUCTION%GOBP%GO:0032740	POSITIVE REGULATION OF INTERLEUKIN-17 PRODUCTION	0.126331272446681	0.405081080066447	-1	8877,23180,51043,5588,7297,4615,8140,3717,5245,7040
Genetic causes of porto-sinusoidal vascular disease%WikiPathways_20230910%WP5269%Homo sapiens	Genetic causes of porto-sinusoidal vascular disease	0.126388034756519	0.405081080066447	-1	2969,5879,1716,51119,25998,4851,3516,5595,5594,57572,6667,79415,3692,51142,54567,1535,57514,51523,3782,4790,79631,998
MICROTUBULE-BASED PROTEIN TRANSPORT%GOBP%GO:0099118	MICROTUBULE-BASED PROTEIN TRANSPORT	0.126618345434452	0.405081080066447	1	57662,3799,25999,9531,3798,3315,23162,3800,4130,5874,1740
PROTEIN TRANSPORT ALONG MICROTUBULE%GOBP%GO:0098840	PROTEIN TRANSPORT ALONG MICROTUBULE	0.126618345434452	0.405081080066447	1	57662,3799,25999,9531,3798,3315,23162,3800,4130,5874,1740
PID_BARD1_PATHWAY%MSigdb_C2%PID_BARD1_PATHWAY	PID_BARD1_PATHWAY	0.126776172241837	0.405081080066447	-1	472,4869,2189,10111,5932,545,2178,5111,7157,55120,5591,2547,2177,1477,1017,2130,2176,7520,7332,11073,2188,4361,898,4683,7323
Host-pathogen interaction of human coronaviruses - MAPK signaling%WikiPathways_20230910%WP4877%Homo sapiens	Host-pathogen interaction of human coronaviruses - MAPK signaling	0.127273527384941	0.405980980573659	-1	1386,684,6300,5894,5600,1432,10581,4294,6416,5602,10410,1977,5595,5594,5601,4216,4296,6197,5604,5606,5609,5603,5605,5608,6195,4293,4214,6196,2353,1649,3725,3429,5599,3726
ION TRANSPORT BY P-TYPE ATPASES%REACTOME%R-HSA-936837.5	ION TRANSPORT BY P-TYPE ATPASES	0.128063689640864	0.407364643877132	1	818,490,491,23250,57205,815,374868,6717,27032,476,10396,482,51076,57198,286410,817,53826,51248,10079,492,816,5205,493,53822,808,483,23200,51761,540,57130,481,478,488,538
REGULATION OF APOPTOSIS%REACTOME%R-HSA-169911.3	REGULATION OF APOPTOSIS	0.128208055983573	0.407364643877132	1	5699,5688,5690,5682,5706,5711,5718,10197,5684,5715,5686,23198,5683,5700,4976,5707,5689,5701,5702,5714,5708,5710,5720,5694,7316,5721,5687,79658,5693,7314,9861,5704,10213,5692,7311,5705,9491,5713,5717,5709,5062,5696,5691,6233,5716,5719,7979,5695,5685
NEGATIVE REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0050732	NEGATIVE REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION	0.128359990551771	0.407364643877132	-1	84619,5590,2039,22876,84313,5518,9052,9961,54206,10464,56940,4771,9021,6422,857,9655,58533,5580,199731,5777,54625,8692,7251,5771,122809,80725,79643,5515
